Active Status,Status ativo
Activities,Atividades
Activity,Atividade
Activity Cost,Custo de atividade
Activity Cost exists for Employee {0} against Activity Type - {1},Existe custo de atividade para o funcionário {0} contra o tipo de atividade - {1}
Activity Cost per Employee,Custo de atividade por funcionário
Activity Type,Tipo de atividade
Actual,Real
Actual Balance Qty,Balanço real Qtd
Actual Batch Quantity,Quantidade real de lote
Actual Cost,Custo real
Actual Date,Data real
Actual Delivery Date,Data de entrega real
Actual End Date,Data de término real
Actual End Date (via Timesheet),Data de término real (via timeshet)
Actual End Time,Tempo de término real
Actual Expense,Despesa real
Actual Operating Cost,Custo operacional real
Actual Operation Time,Tempo de operação real
Actual Posting,Postagem real
Actual Qty,Qtdy real
Actual Qty (at source/target),Qtdy real (na fonte/destino)
Actual Qty in Warehouse,Qtdy real em armazém
Actual Qty is mandatory,Qty real é obrigatório
Actual Qty {0} / Waiting Qty {1},Qty real {0} / espera {1}
Actual Qty: Quantity available in the warehouse.,Qty real: quantidade disponível no armazém.
Actual Quantity,Quantidade real
Actual Start Date,Data de início real
Actual Start Date (via Timesheet),Data de início real (via timesheet)
Actual Start Time,Hora de início real
Actual Time,Tempo real
Actual Time and Cost,Tempo e custo real
Actual Time in Hours (via Timesheet),Tempo real em horas (via timesheet)
Actual qty in stock,Qtdy real em stock
Actual type tax cannot be included in Item rate in row {0},O imposto de tipo real não pode ser incluído na taxa de item na linha {0}
Add,Adicionar
Add / Edit Prices,Adicionar / editar preços
Add Child,Adicionar criança
Add Columns in Transaction Currency,Adicione colunas na moeda de transação
Add Comment,Adicione comentário
Add Corrective Operation Cost in Finished Good Valuation,Adicione o custo de operação corretiva na boa avaliação
Add Customers,Adicionar clientes
Add Discount,Adicione desconto
Add Employees,Adicione funcionários
Add Item,Adicionar item
Add Items,Adicione itens
Add Items in the Purpose Table,Adicione itens na tabela de propósitos
Add Lead to Prospect,Adicione Lead ao Prospect
Add Leads,Adicione leads
Add Local Holidays,Adicione feriados locais
Add Manually,Adicione manualmente
Add Multiple,Adicione múltiplo
Add Multiple Tasks,Adicione várias tarefas
Add Or Deduct,Adicione ou deduzir
Add Order Discount,Adicione o desconto do pedido
Add Participants,Adicionar participantes
Add Quote,Adicione a cotação
Add Raw Materials,Adicione matérias-primas
Add Sales Partners,Adicionar parceiros de vendas
Add Serial / Batch Bundle,Adicione um pacote serial / lote
Add Serial / Batch No,Adicione serial / lote não
Add Serial / Batch No (Rejected Qty),Adicionar serial / lote no (Qtd rejeitado)
Add Stock,Adicione o caldo
Add Sub Assembly,Adicione a submarração
Add Suppliers,Adicione fornecedores
Add Template,Adicione modelo
Add Timesheets,Adicionar quadros de horários
Add Weekly Holidays,Adicione feriados semanais
Add a Note,Adicione uma nota
Add details,Adicione detalhes
Add items in the Item Locations table,Adicione itens na tabela de locais de itens
Add or Deduct,Adicione ou deduzir
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,"Adicione o restante da sua organização como seus usuários. Você também pode adicionar clientes convidados ao seu portal, adicionando -os nos contatos"
Add to Holidays,Adicione aos feriados
Add to Prospect,Adicione ao prospecto
Add to Transit,Adicione ao trânsito
Add/Edit Coupon Conditions,Adicionar/editar condições de cupom
Added,Adicionado
Added By,Adicionado por
Added On,Adicionado em
Added Supplier Role to User {0}.,Função de fornecedor adicionada ao usuário {0}.
Added {0} ({1}),Adicionado {0} ({1})
Added {1} Role to User {0}.,Adicionada função {1} ao usuário {0}.
Adding Lead to Prospect...,Adicionando chumbo ao prospecto ...
Additional,Adicional
Additional Asset Cost,Custo de ativo adicional
Additional Cost,Custo adicional
Additional Cost Per Qty,Custo adicional por qty
Additional Costs,Custos adicionais
Additional Data,Dados adicionais
Additional Details,Detalhes adicionais
Additional Discount,Desconto adicional
Additional Discount Amount,Valor de desconto adicional
Additional Discount Amount (Company Currency),Valor de desconto adicional (moeda da empresa)
Additional Discount Percentage,Porcentagem de desconto adicional
Additional Info,Informações adicionais
Additional Information,Informações adicionais
Additional Information updated successfully.,Informações adicionais atualizadas com sucesso.
Additional Notes,Notas adicionais
Additional Operating Cost,Custo operacional adicional
Additional information regarding the customer.,Informações adicionais sobre o cliente.
Address,Endereço
Address & Contact,Endereço e contato
Address & Contacts,Endereço e contatos
Address Desc,Endereço Desc
Address HTML,Endereço html
Address Line 1,Endereço Linha 1
Address Line 2,Linha de endereço 2
Address Name,Nome do endereço
Address and Contact,Endereço e contato
Address and Contacts,Endereço e contatos
Address needs to be linked to a Company. Please add a row for Company in the Links table.,O endereço precisa estar vinculado a uma empresa. Adicione uma linha para a empresa na tabela Links.
Address used to determine Tax Category in transactions,Endereço usado para determinar a categoria tributária em transações
Adjust Asset Value,Ajustar o valor do ativo
Adjustment Against,Ajuste contra
Adjustment based on Purchase Invoice rate,Ajuste com base na taxa de fatura de compra
Administrative Expenses,Despesas administrativas
Administrator,Administrador
Advance Account,Conta antecipada
Advance Account: {0} must be in either customer billing currency: {1} or Company default currency: {2},Conta antecipada: {0} deve estar na moeda de cobrança do cliente: {1} ou a moeda padrão da empresa: {2}
Advance Amount,Valor avançado
Advance Paid,Adiantado pago
Advance Payment,Pagamento antecipado
Advance Payment Date,Data de pagamento antecipada
Advance Payment Ledger Entry,Entrada de pagamento antecipado
Advance Payment Status,Status de pagamento antecipado
Advance Payments,Pagamentos antecipados
Advance Tax,Imposto avançado
Advance Taxes and Charges,Avançar impostos e cobranças
Advance amount,Valor avançado
Advance amount cannot be greater than {0} {1},A quantidade avançada não pode ser maior que {0} {1}
Advance paid against {0} {1} cannot be greater than Grand Total {2},O adiantamento pago contra {0} {1} não pode ser maior que o grande total {2}
Advance payments allocated against orders will only be fetched,Pagamentos antecipados alocados contra pedidos só serão buscados
Advanced Settings,Configurações avançadas
Advances,Avanços
Affected Transactions,Transações afetadas
Against,Contra
Against Account,Contra a conta
Against Blanket Order,Contra a ordem geral
Against Customer Order {0},Contra o pedido do cliente {0}
Against Default Supplier,Contra o fornecedor padrão
Against Delivery Note Item,Contra o item de nota de entrega
Against Docname,Contra docname
Against Doctype,Contra Doctype
Against Document Detail No,Contra o detalhe do documento não
Against Document No,Contra o documento no
Against Expense Account,Conta de despesa
Against Income Account,Contra de conta de renda
Against Journal Entry {0} does not have any unmatched {1} entry,Contra a entrada do diário {0} não possui nenhuma entrada incomparável {1}
Against Journal Entry {0} is already adjusted against some other voucher,Contra o diário de entrada {0} já está ajustado contra outro voucher
Against Sales Invoice,Contra a fatura de vendas
Against Sales Invoice Item,Contra o item de fatura de vendas
Against Sales Order,Contra o pedido de vendas
Against Sales Order Item,Contra o item de pedido de vendas
Against Stock Entry,Contra entrada de stock
Against Supplier Invoice {0},Contra a fatura do fornecedor {0}
Against Voucher,Contra voucher
Against Voucher No,Contra o voucher no
Against Voucher Type,Contra o tipo de voucher
Age,Idade
Age (Days),Idade (dias)
Age ({0}),Idade ({0})
Ageing Based On,Envelhecimento com base em
Ageing Range,Intervalo de envelhecimento
Ageing Report based on {0} up to {1},Relatório de envelhecimento com base em {0} até {1}
Agenda,Agenda
Agent Busy Message,Mensagem ocupada do agente
Agent Details,Detalhes do agente
Agent Group,Grupo de agentes
Agent Unavailable Message,Mensagem indisponível do agente
Agents,Agentes
Aggregate a group of Items into another Item. This is useful if you are maintaining the stock of the packed items and not the bundled item,Agregar um grupo de itens em outro item. Isso é útil se você estiver mantendo o stock dos itens embalados e não o item agrupado
Agriculture Manager,Gerente de Agricultura
Agriculture User,Usuário de Agricultura
Algorithm,Algoritmo
All,Todos
All Accounts,Todas as contas
All Activities,Todas as atividades
All Activities HTML,Todas as atividades HTML
All BOMs,Todos os BOMs
All Contact,Todo contato
All Customer Contact,Todo o contato do cliente
All Customer Groups,Todos os grupos de clientes
All Day,O dia todo
All Departments,Todos os departamentos
All Employee (Active),Todos os funcionários (ativos)
All Item Groups,Todos os grupos de itens
All Items,Todos os itens
All Lead (Open),Todo lead (aberto)
All Parties ,Todas as partes
All Sales Partner Contact,Todo o contato do parceiro de vendas
All Sales Person,Todos os vendedores
All Sales Transactions can be tagged against multiple Sales Persons so that you can set and monitor targets.,Todas as transações de vendas podem ser marcadas contra vários vendedores para que você possa definir e monitorar metas.
All Supplier Contact,Todo o contato do fornecedor
All Supplier Groups,Todos os grupos de fornecedores
All Territories,Todos os territórios
All Warehouses,Todos os armazéns
All allocations have been successfully reconciled,Todas as alocações foram reconciliadas com sucesso
All communications including and above this shall be moved into the new Issue,"Todas as comunicações, incluindo e acima, serão movidas para a nova questão"
All items are already requested,Todos os itens já foram solicitados
All items have already been Invoiced/Returned,Todos os itens já foram faturados/devolvidos
All items have already been received,Todos os itens já foram recebidos
All items have already been transferred for this Work Order.,Todos os itens já foram transferidos para esta ordem de serviço.
All items in this document already have a linked Quality Inspection.,Todos os itens deste documento já possuem uma inspeção de qualidade vinculada.
All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,Todos os comentários e e-mails serão copiados de um documento para outro documento recém-criado (Lead -> Opportunity -> citação) nos documentos do CRM.
All the items have been already returned.,Todos os itens já foram devolvidos.
"All the required items (raw materials) will be fetched from BOM and populated in this table. Here you can also change the Source Warehouse for any item. And during the production, you can track transferred raw materials from this table.","Todos os itens necessários (matérias -primas) serão buscadas na BOM e preenchidas nesta tabela. Aqui você também pode alterar o armazém de origem para qualquer item. E durante a produção, você pode rastrear matérias -primas transferidas desta tabela."
All these items have already been Invoiced/Returned,Todos esses itens já foram faturados/devolvidos
Allocate,Alocar
Allocate Advances Automatically (FIFO),Alocar adiantamentos automaticamente (FIFO)
Allocate Payment Amount,Alocar valor de pagamento
Allocate Payment Based On Payment Terms,Alocar pagamento com base nas condições de pagamento
Allocate Payment Request,Alocar solicitação de pagamento
Allocated,Alocado
Allocated Amount,Quantidade alocada
Allocated Entries,Entradas alocadas
Allocated To:,Alocado para:
Allocated amount,Quantidade alocada
Allocated amount cannot be greater than unadjusted amount,A quantidade alocada não pode ser maior que a quantidade não ajustada
Allocated amount cannot be negative,A quantidade alocada não pode ser negativa
Allocation,Alocação
Allocations,Alocações
Allotted Qty,Quantidade alocada
Allow,Permitir
Allow Account Creation Against Child Company,Permitir a criação de contas contra a empresa infantil
Allow Alternative Item,Permitir item alternativo
Allow Alternative Item must be checked on Item {},Permitir item alternativo deve ser verificado no item {}
